EmployeeNumber	Age	Attrition	BusinessTravel	DailyRate	Department	DistanceFromHome	Education	EducationField	EnvironmentSatisfaction	Gender	HourlyRate	JobInvolvement	JobLevel	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	MonthlyRate	NumCompaniesWorked	OverTime	PercentSalaryHike	PerformanceRating	RelationshipSatisfaction	StockOptionLevel	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	YearsAtCompany	YearsInCurrentRole	YearsSinceLastPromotion	YearsWithCurrManager
415	57	No	Travel_Frequently	652	Research & Development	2	3	Life Sciences	2	Male	100	3	2	Manager	3	Divorced	5371	10313	2	No	21	3	3	2	35	5	2	0	0	0	0
252	46	Yes	Travel_Rarely	151	Research & Development	12	2	Medical	2	Male	68	4	1	Research Director	1	Single	2922	18206	1	No	11	4	2	3	22	5	1	1	1	0	0
70	38	No	Travel_Frequently	777	Research & Development	1	3	Human Resources	4	Male	70	3	2	Healthcare Representative	4	Married	6870	22598	1	No	25	3	1	3	17	1	2	1	1	0	1
804	35	No	Travel_Rarely	362	Research & Development	3	4	Life Sciences	4	Female	88	3	2	Research Scientist	4	Single	6498	14412	3	No	11	3	4	0	13	0	3	0	0	0	0
132	40	No	Travel_Rarely	934	Research & Development	19	3	Technical Degree	3	Male	97	4	5	Laboratory Technician	3	Married	15281	24176	3	No	17	3	4	3	19	2	3	19	2	1	1
301	51	No	Travel_Rarely	1447	Research & Development	13	3	Marketing	3	Female	73	1	3	Manufacturing Director	4	Married	10908	14395	2	Yes	23	3	1	1	27	5	3	4	4	0	1
1034	42	No	Travel_Rarely	932	Research & Development	9	3	Medical	3	Male	97	4	2	Research Scientist	4	Single	6393	6670	1	No	11	3	3	0	21	4	3	4	0	0	4
327	34	No	Travel_Rarely	1078	Research & Development	8	3	Technical Degree	4	Male	33	1	2	Research Director	4	Single	7349	12697	4	No	23	3	4	1	11	4	2	1	0	1	0
1480	55	Yes	Travel_Frequently	899	Research & Development	16	5	Medical	4	Female	71	3	1	Healthcare Representative	3	Married	4087	25272	2	Yes	18	3	4	2	33	1	3	0	0	0	0
1125	38	No	Travel_Rarely	718	Research & Development	8	1	Human Resources	2	Male	70	4	1	Laboratory Technician	3	Married	3745	14022	2	No	22	3	4	1	13	3	3	0	0	0	0
500	30	No	Travel_Rarely	1192	Research & Development	14	3	Life Sciences	3	Female	90	2	1	Laboratory Technician	4	Divorced	4150	14524	2	No	14	3	4	1	9	5	1	1	1	0	0
342	26	Yes	Travel_Rarely	1090	Sales	7	2	Technical Degree	3	Female	66	4	2	Sales Representative	4	Married	5687	7612	8	Yes	12	3	4	0	4	5	3	0	0	0	0
833	40	No	Travel_Frequently	188	Human Resources	3	4	Medical	1	Female	42	2	3	Manager	4	Married	8586	19046	3	Yes	18	4	3	0	16	1	4	4	0	3	4
365	34	No	Travel_Rarely	878	Research & Development	4	4	Marketing	4	Female	42	2	4	Laboratory Technician	4	Married	12486	4463	1	Yes	25	3	4	2	10	4	3	8	4	2	3
496	42	No	Travel_Frequently	232	Human Resources	15	2	Life Sciences	4	Male	74	4	2	Manager	3	Married	6142	5179	1	Yes	15	3	2	1	18	4	4	2	2	2	1
1410	31	Yes	Travel_Rarely	423	Research & Development	2	3	Life Sciences	1	Female	31	1	2	Healthcare Representative	2	Married	5832	22066	4	No	12	3	4	0	6	3	4	2	2	2	2
339	44	No	Non-Travel	1231	Research & Development	6	4	Medical	2	Female	43	4	3	Manufacturing Director	3	Married	8622	13690	3	No	20	3	1	1	22	2	3	10	1	1	4
422	26	No	Travel_Rarely	1488	Human Resources	15	2	Life Sciences	4	Female	56	2	2	Human Resources	1	Single	6491	23766	1	No	18	3	3	0	7	5	3	1	1	0	1
165	35	Yes	Travel_Rarely	1127	Research & Development	4	3	Life Sciences	4	Male	51	1	1	Research Director	3	Single	4538	14533	3	Yes	16	3	4	2	12	1	2	0	0	0	0
29	40	No	Non-Travel	1444	Research & Development	4	2	Other	2	Female	36	4	3	Research Director	4	Married	8592	8118	2	No	20	3	4	1	18	6	4	10	0	0	1
517	29	No	Travel_Rarely	297	Sales	1	2	Life Sciences	2	Male	93	1	3	Manager	4	Married	7047	17874	2	Yes	12	3	4	0	8	2	3	8	1	7	8
194	41	No	Travel_Rarely	1023	Research & Development	25	4	Other	3	Male	32	2	2	Laboratory Technician	1	Married	6801	16262	2	No	14	3	3	2	22	5	3	6	3	2	3
988	52	Yes	Travel_Rarely	1406	Research & Development	3	3	Life Sciences	4	Male	77	1	3	Research Director	2	Married	8283	24905	1	Yes	16	3	2	2	30	0	3	4	1	2	4
1377	30	No	Travel_Rarely	525	Research & Development	29	3	Life Sciences	1	Female	80	3	2	Manager	2	Divorced	8079	22442	1	No	21	3	4	0	10	1	2	3	3	0	1
946	42	No	Travel_Rarely	1413	Research & Development	1	2	Technical Degree	2	Female	66	3	1	Manager	4	Single	5488	2521	1	No	12	3	2	1	18	0	4	3	3	2	3
1376	46	Yes	Non-Travel	1135	Sales	1	3	Life Sciences	4	Female	90	3	4	Sales Executive	1	Divorced	10952	10834	3	Yes	25	3	4	1	24	1	3	8	4	8	7
170	49	No	Travel_Rarely	210	Sales	1	3	Life Sciences	3	Female	58	2	1	Sales Representative	4	Divorced	6552	24949	2	No	11	3	1	0	27	2	2	2	0	1	1
168	44	No	Travel_Rarely	722	Research & Development	1	2	Life Sciences	3	Male	48	3	1	Laboratory Technician	2	Married	3447	20793	0	No	19	3	3	1	21	6	2	1	0	1	1
653	28	No	Travel_Rarely	951	Research & Development	15	2	Life Sciences	3	Male	69	3	2	Healthcare Representative	4	Married	6260	23260	5	No	18	3	4	2	4	3	1	4	0	0	3
174	36	Yes	Travel_Frequently	1165	Research & Development	28	3	Other	4	Female	44	4	2	Laboratory Technician	4	Married	7202	5888	1	No	12	3	2	2	17	0	3	4	3	3	4
519	25	Yes	Travel_Rarely	1253	Research & Development	6	1	Technical Degree	2	Female	44	4	3	Healthcare Representative	4	Single	9245	15645	2	No	17	4	1	1	5	1	2	5	1	1	1
1227	38	No	Travel_Frequently	1374	Research & Development	7	2	Marketing	1	Male	62	3	2	Healthcare Representative	1	Married	8589	3387	0	No	24	4	3	1	17	3	3	3	3	0	1
1194	41	No	Travel_Rarely	241	Research & Development	7	1	Medical	1	Female	72	3	4	Healthcare Representative	2	Married	10057	8442	2	No	12	3	1	0	20	6	2	12	0	1	1
913	26	No	Travel_Rarely	331	Sales	3	3	Technical Degree	4	Male	46	2	3	Sales Executive	4	Single	10231	9417	3	No	18	3	4	1	4	5	4	4	4	0	1
492	41	No	Travel_Rarely	187	Research & Development	1	3	Life Sciences	2	Male	50	2	2	Manager	1	Single	6520	6120	4	No	19	4	2	1	22	4	4	2	2	1	1
954	46	Yes	Travel_Rarely	547	Research & Development	7	3	Life Sciences	2	Female	45	3	3	Laboratory Technician	2	Single	8827	18818	3	No	24	3	4	0	26	2	2	7	2	4	3
74	41	No	Non-Travel	964	Research & Development	1	2	Technical Degree	4	Male	32	3	2	Manager	3	Divorced	5156	3079	2	No	24	4	3	2	18	0	3	2	1	2	2
1472	48	No	Travel_Rarely	1107	Research & Development	1	3	Medical	2	Female	86	3	2	Research Director	4	Divorced	6609	8412	2	No	23	3	4	2	27	2	3	1	1	1	0
588	36	Yes	Travel_Rarely	196	Sales	8	3	Life Sciences	3	Female	35	2	1	Sales Executive	4	Single	4819	17203	3	Yes	17	4	4	0	15	4	2	2	0	1	2
751	45	No	Travel_Rarely	506	Research & Development	29	3	Life Sciences	2	Male	66	2	2	Research Scientist	3	Divorced	7633	7584	1	No	23	4	3	0	22	0	3	4	0	3	0
658	32	Yes	Travel_Frequently	1216	Research & Development	18	3	Life Sciences	1	Female	64	3	1	Manufacturing Director	2	Married	4898	10965	3	Yes	18	3	1	0	13	0	2	3	0	3	3
843	22	No	Travel_Frequently	947	Sales	2	2	Life Sciences	3	Male	45	2	2	Sales Executive	4	Married	6552	2218	0	Yes	13	3	2	1	1	6	3	1	1	0	1
235	32	Yes	Travel_Rarely	852	Human Resources	5	2	Other	1	Male	81	3	1	Human Resources	1	Married	4796	2447	3	No	16	3	4	1	10	3	3	0	0	0	0
733	51	No	Travel_Rarely	338	Research & Development	6	4	Medical	4	Male	46	3	1	Research Scientist	3	Married	4866	25267	2	No	12	3	3	0	30	6	2	3	1	1	0
215	46	No	Travel_Rarely	333	Research & Development	10	4	Technical Degree	4	Male	61	3	1	Manufacturing Director	2	Married	3352	12856	2	No	18	3	3	1	14	3	3	2	2	0	2
163	34	No	Travel_Frequently	1256	Research & Development	1	4	Life Sciences	4	Male	82	4	2	Research Director	1	Married	5129	7469	1	Yes	17	3	3	0	10	5	4	3	0	3	3
133	36	No	Travel_Rarely	713	Research & Development	7	3	Technical Degree	1	Female	53	3	1	Manufacturing Director	3	Single	3851	13793	2	No	18	4	2	1	14	0	2	0	0	0	0
1160	38	No	Travel_Rarely	700	Human Resources	3	1	Technical Degree	3	Male	37	3	1	Manager	4	Divorced	4794	11128	1	No	13	3	2	3	18	2	4	2	2	0	1
1241	39	No	Travel_Rarely	1288	Sales	5	2	Medical	3	Female	48	3	2	Sales Executive	4	Single	8437	13974	2	No	11	4	2	2	18	1	2	6	3	2	2
935	18	Yes	Travel_Rarely	765	Research & Development	5	3	Life Sciences	3	Male	55	4	1	Laboratory Technician	4	Single	3692	9612	5	Yes	25	3	2	1	0	3	3	0	0	0	0
186	37	No	Travel_Rarely	1190	Research & Development	14	4	Marketing	4	Male	83	3	2	Laboratory Technician	2	Married	6756	3867	1	No	20	3	2	1	14	4	3	7	2	3	0
42	29	No	Travel_Rarely	1286	Research & Development	7	3	Life Sciences	1	Female	33	1	3	Healthcare Representative	3	Single	10444	11812	5	No	12	3	3	1	6	6	3	6	1	0	6
693	31	No	Travel_Rarely	790	Research & Development	13	2	Life Sciences	1	Female	51	4	2	Research Scientist	4	Single	4017	19038	3	No	15	4	4	2	7	1	4	1	0	0	1
109	55	No	Travel_Rarely	1398	Sales	13	2	Human Resources	1	Female	91	4	3	Sales Representative	4	Single	8537	23280	3	No	12	3	3	0	30	0	3	6	6	0	1
39	23	No	Non-Travel	540	Research & Development	19	3	Human Resources	2	Male	41	2	1	Manager	4	Single	4575	13261	3	No	19	3	3	1	0	5	3	0	0	0	0
569	31	No	Travel_Rarely	472	Research & Development	1	3	Other	2	Male	87	4	1	Laboratory Technician	4	Single	4272	6044	1	No	25	3	1	1	10	4	1	0	0	0	0
1010	43	Yes	Travel_Frequently	847	Research & Development	2	4	Other	3	Male	53	4	4	Research Scientist	1	Married	12032	25924	4	No	16	3	4	0	18	3	1	11	0	0	2
1282	45	No	Travel_Frequently	1200	Research & Development	3	2	Life Sciences	2	Male	65	3	2	Research Director	1	Married	6844	22775	3	No	23	3	1	1	21	5	3	3	0	0	2
1457	37	No	Travel_Rarely	1159	Research & Development	1	4	Life Sciences	1	Female	66	4	4	Manufacturing Director	3	Single	12208	11365	4	No	17	3	3	1	14	6	3	9	0	0	3
484	27	No	Travel_Frequently	1401	Research & Development	9	4	Medical	2	Male	99	2	1	Healthcare Representative	3	Single	3602	7358	2	No	19	3	1	2	6	4	2	1	0	1	1
469	44	No	Travel_Rarely	1117	Research & Development	3	3	Technical Degree	4	Male	84	4	2	Laboratory Technician	3	Divorced	8162	9559	4	No	14	3	3	2	20	2	3	5	5	2	5
891	32	No	Travel_Rarely	1354	Research & Development	6	1	Life Sciences	1	Male	31	3	1	Research Director	4	Divorced	3387	7502	1	No	20	3	4	2	5	0	2	3	1	0	0
948	23	Yes	Travel_Rarely	1137	Research & Development	3	3	Medical	2	Male	46	2	1	Healthcare Representative	4	Married	5090	14134	1	No	17	3	2	1	0	5	1	0	0	0	0
25	41	No	Non-Travel	967	Sales	12	1	Life Sciences	4	Male	67	4	1	Sales Representative	3	Single	5037	13446	2	No	13	3	3	2	20	6	3	0	0	0	0
1025	47	No	Travel_Rarely	375	Research & Development	3	3	Life Sciences	4	Male	63	2	1	Research Director	1	Single	3663	24992	5	No	17	3	1	3	28	4	2	1	1	1	0
1206	41	No	Travel_Rarely	1364	Sales	1	2	Other	3	Female	85	4	2	Manager	2	Single	4684	8896	1	Yes	22	3	4	3	16	5	4	4	3	2	1
69	40	Yes	Travel_Rarely	1492	Research & Development	8	4	Other	4	Male	95	4	4	Laboratory Technician	4	Married	6552	13137	4	Yes	22	3	3	0	16	1	2	13	7	2	7
885	37	No	Travel_Frequently	845	Sales	1	3	Life Sciences	4	Male	55	3	3	Sales Representative	4	Single	7358	23592	4	No	25	3	3	1	16	0	3	10	1	1	1
1280	50	No	Travel_Frequently	1143	Research & Development	7	3	Life Sciences	2	Male	61	1	3	Healthcare Representative	2	Married	8980	24049	2	No	21	3	4	0	14	4	3	6	0	4	1
367	36	No	Travel_Frequently	175	Sales	5	3	Marketing	4	Male	48	2	3	Sales Executive	3	Married	9647	11518	1	No	11	3	3	0	13	6	3	4	4	1	1
506	25	No	Travel_Rarely	180	Research & Development	12	1	Technical Degree	4	Female	37	4	2	Healthcare Representative	1	Single	5583	10437	4	No	22	3	4	1	4	6	3	2	2	2	0
851	52	No	Travel_Rarely	540	Research & Development	9	2	Medical	2	Male	33	3	2	Manager	2	Divorced	8030	5028	1	No	14	3	4	0	25	2	3	1	1	1	1
1331	53	No	Travel_Rarely	668	Sales	1	2	Life Sciences	3	Female	82	3	1	Sales Representative	3	Single	3964	25545	0	Yes	11	4	2	3	31	3	3	2	2	0	1
384	36	No	Non-Travel	215	Human Resources	1	3	Life Sciences	4	Female	46	1	2	Manager	1	Married	6296	21092	2	No	12	3	3	3	17	3	4	2	2	1	0
735	42	No	Non-Travel	130	Sales	14	3	Medical	4	Male	98	2	1	Sales Representative	4	Married	3644	9759	2	No	24	3	1	1	19	2	3	3	3	0	3
718	41	No	Non-Travel	1152	Research & Development	1	2	Life Sciences	3	Male	90	2	3	Laboratory Technician	1	Married	8342	19457	1	Yes	23	3	4	0	17	1	2	7	3	6	2
1351	37	Yes	Travel_Rarely	368	Research & Development	3	4	Medical	3	Male	92	1	2	Healthcare Representative	4	Single	6006	18246	3	No	13	3	4	1	18	5	3	5	4	0	5
455	49	Yes	Travel_Rarely	113	Research & Development	1	3	Other	2	Female	97	3	1	Healthcare Representative	3	Married	4328	10744	3	No	11	3	3	0	20	4	1	2	1	1	1
265	42	No	Travel_Rarely	248	Research & Development	3	3	Life Sciences	2	Male	71	3	2	Healthcare Representative	4	Divorced	6340	17874	4	No	13	3	4	1	18	2	1	0	0	0	0
76	22	Yes	Travel_Rarely	139	Research & Development	5	1	Technical Degree	1	Male	86	4	1	Healthcare Representative	3	Single	6121	14517	3	Yes	24	3	4	0	5	6	3	2	0	0	0
915	31	No	Travel_Rarely	956	Sales	7	4	Human Resources	3	Male	61	3	1	Sales Executive	3	Married	5344	12301	0	No	11	3	3	0	8	5	3	2	1	2	2
233	30	No	Travel_Rarely	285	Research & Development	19	2	Marketing	3	Male	84	2	1	Laboratory Technician	1	Divorced	4032	5667	5	Yes	24	3	2	2	6	2	3	0	0	0	0
445	32	No	Travel_Rarely	564	Research & Development	5	1	Other	4	Male	69	3	4	Research Scientist	3	Married	12541	2040	2	No	25	3	3	2	12	3	3	8	0	8	0
396	38	No	Travel_Frequently	539	Human Resources	1	2	Life Sciences	4	Female	85	3	1	Human Resources	4	Single	5451	16116	4	Yes	18	3	2	0	15	2	3	0	0	0	0
177	25	No	Travel_Rarely	826	Research & Development	5	2	Life Sciences	3	Male	87	4	1	Manufacturing Director	2	Single	5359	22939	3	No	16	3	1	2	1	2	3	1	0	1	0
1326	55	No	Travel_Rarely	1237	Research & Development	6	3	Life Sciences	3	Female	100	4	2	Healthcare Representative	4	Married	8219	12256	4	No	15	3	1	2	33	5	2	2	2	2	2
1417	49	No	Travel_Rarely	176	Research & Development	13	3	Life Sciences	1	Female	30	3	5	Manufacturing Director	1	Single	13518	21928	2	No	17	3	3	2	26	4	2	14	7	1	2
1048	57	No	Travel_Rarely	796	Research & Development	2	3	Human Resources	4	Male	79	1	2	Manufacturing Director	4	Married	4514	16718	3	No	15	3	3	2	38	5	3	0	0	0	0
596	31	No	Travel_Rarely	265	Human Resources	5	3	Other	4	Female	71	4	2	Human Resources	2	Single	6358	10288	0	No	18	3	4	0	5	3	1	2	2	0	2
62	49	No	Non-Travel	349	Research & Development	3	1	Life Sciences	1	Male	72	2	2	Manager	4	Married	4639	3063	1	Yes	23	3	4	1	27	1	4	2	0	2	2
873	34	No	Travel_Rarely	705	Research & Development	1	2	Marketing	2	Male	67	3	1	Healthcare Representative	3	Single	3147	17209	5	Yes	16	3	2	2	12	6	3	2	2	2	0
1132	41	No	Travel_Frequently	107	Research & Development	3	3	Technical Degree	2	Male	31	2	5	Manager	3	Single	13908	6632	2	Yes	24	4	2	3	16	5	3	16	3	0	1
1422	41	No	Travel_Rarely	1269	Sales	29	2	Life Sciences	2	Female	69	4	3	Manager	2	Single	10881	24639	1	No	20	3	4	0	17	0	3	4	4	0	1
279	23	No	Non-Travel	608	Sales	4	2	Technical Degree	4	Female	97	2	1	Sales Representative	2	Single	4193	4761	6	No	14	3	3	1	0	4	3	0	0	0	0
37	42	No	Travel_Frequently	847	Research & Development	10	3	Technical Degree	4	Female	51	4	2	Laboratory Technician	1	Married	6614	9014	2	Yes	12	3	3	0	21	1	2	6	6	0	6
663	41	No	Travel_Frequently	1487	Research & Development	12	3	Medical	1	Male	73	4	1	Research Scientist	2	Married	5487	10512	4	No	13	4	4	0	17	6	3	1	1	1	1
1367	38	No	Travel_Rarely	1389	Sales	16	2	Life Sciences	3	Female	83	3	1	Sales Executive	3	Divorced	4280	7454	0	No	25	4	4	0	13	4	3	0	0	0	0
1099	29	No	Travel_Rarely	1234	Sales	4	1	Marketing	3	Female	92	4	3	Sales Executive	3	Single	8489	24218	2	No	14	3	4	2	8	3	2	8	6	0	2
978	43	No	Non-Travel	517	Research & Development	9	3	Human Resources	4	Female	50	2	1	Healthcare Representative	3	Married	4459	22479	5	No	17	3	2	0	22	0	3	0	0	0	0
739	32	Yes	Travel_Frequently	226	Research & Development	2	1	Life Sciences	4	Male	59	4	1	Research Scientist	2	Divorced	4316	22121	3	Yes	12	3	1	0	10	4	3	3	1	0	1
192	36	Yes	Travel_Rarely	753	Sales	9	2	Marketing	4	Male	78	3	2	Sales Executive	4	Divorced	6002	24699	2	No	25	3	4	0	15	4	2	4	2	0	0
920	35	Yes	Travel_Rarely	1281	Sales	2	3	Technical Degree	1	Female	31	2	1	Sales Executive	2	Married	3673	21029	2	No	23	3	4	0	8	3	3	3	1	0	3
457	34	No	Travel_Rarely	692	Research & Development	8	4	Medical	3	Male	87	3	2	Manufacturing Director	4	Married	7303	25657	3	No	16	3	1	0	16	4	3	2	2	1	1
676	48	No	Travel_Frequently	1103	Human Resources	1	3	Medical	2	Female	97	3	3	Manager	3	Married	6552	12157	3	No	22	3	1	0	24	5	4	4	2	4	1
761	42	No	Travel_Rarely	115	Research & Development	3	2	Life Sciences	4	Male	69	4	5	Manufacturing Director	1	Single	15038	5907	0	No	13	3	2	1	19	3	3	12	0	0	0
1446	50	No	Travel_Rarely	904	Research & Development	8	3	Medical	1	Female	58	4	2	Research Scientist	1	Divorced	6149	4663	4	No	20	3	2	1	25	5	3	1	1	1	0
729	31	No	Travel_Rarely	151	Sales	3	5	Life Sciences	2	Male	38	4	3	Sales Representative	3	Married	9887	15869	1	No	25	3	2	2	9	0	2	5	5	0	0
413	44	No	Travel_Rarely	1394	Research & Development	29	4	Technical Degree	3	Male	38	3	4	Manufacturing Director	1	Single	11201	14811	4	No	13	3	1	0	22	5	3	8	0	1	0
826	42	Yes	Travel_Rarely	1127	Human Resources	4	3	Life Sciences	4	Female	69	4	1	Manager	1	Divorced	4929	22432	3	No	18	4	1	2	14	1	3	3	1	3	0
617	55	No	Travel_Rarely	291	Sales	1	2	Life Sciences	1	Male	52	3	1	Sales Representative	2	Married	4648	7458	3	No	11	3	2	2	32	2	3	1	1	1	1
115	43	No	Travel_Rarely	1191	Research & Development	4	4	Life Sciences	1	Male	82	4	4	Research Scientist	1	Married	13543	11713	6	No	15	3	4	2	21	0	3	14	1	2	0
418	34	No	Travel_Rarely	1087	Research & Development	18	4	Marketing	4	Male	47	2	2	Manager	3	Single	6830	23673	1	No	11	3	3	2	12	3	3	2	0	1	2
1444	48	No	Travel_Rarely	1352	Sales	16	3	Life Sciences	1	Male	59	2	2	Manager	4	Married	6804	5172	5	No	13	3	2	1	24	4	3	1	1	1	1
970	23	Yes	Travel_Frequently	300	Human Resources	7	2	Technical Degree	1	Male	51	4	1	Human Resources	2	Married	4003	14579	2	No	22	4	4	0	0	4	3	0	0	0	0
605	30	No	Non-Travel	657	Research & Development	6	2	Technical Degree	3	Male	31	4	1	Research Director	1	Married	5674	11709	5	No	23	3	2	0	8	5	3	3	3	0	3
1450	37	No	Travel_Rarely	361	Research & Development	4	3	Life Sciences	3	Female	50	2	4	Laboratory Technician	4	Divorced	12009	11969	0	No	22	3	4	2	12	0	3	8	2	3	4
90	31	No	Non-Travel	488	Research & Development	3	4	Life Sciences	1	Male	72	4	2	Manufacturing Director	1	Married	6191	8119	4	Yes	20	3	4	2	6	2	1	6	3	3	0
849	35	No	Non-Travel	1357	Sales	4	3	Life Sciences	4	Female	42	3	1	Sales Representative	3	Married	4057	19286	6	Yes	21	3	2	1	11	2	4	1	1	1	1
1158	41	Yes	Travel_Rarely	809	Research & Development	1	4	Medical	3	Female	73	4	2	Research Scientist	4	Single	6523	22001	5	No	19	3	1	2	16	0	2	1	1	0	1
1449	35	No	Travel_Rarely	1448	Research & Development	5	4	Life Sciences	4	Male	92	4	1	Laboratory Technician	4	Married	6219	19670	5	No	12	3	4	2	9	2	3	1	1	0	1
754	43	No	Non-Travel	1123	Sales	1	5	Technical Degree	4	Female	30	4	2	Manager	3	Single	8899	3730	0	Yes	18	3	1	3	21	1	3	4	3	0	4
499	34	No	Travel_Rarely	1151	Research & Development	11	3	Life Sciences	4	Male	48	4	2	Healthcare Representative	3	Single	7957	23091	1	No	25	3	2	0	12	1	1	0	0	0	0
12	39	No	Travel_Rarely	391	Sales	7	3	Medical	2	Male	59	2	3	Manager	2	Divorced	8716	18781	1	No	21	3	2	2	20	2	2	7	2	0	1
397	40	No	Travel_Rarely	350	Sales	4	3	Technical Degree	2	Male	70	4	1	Sales Representative	1	Divorced	4562	24967	7	No	15	3	3	0	14	6	4	3	0	1	1
285	34	No	Travel_Rarely	407	Research & Development	7	4	Life Sciences	1	Female	96	3	4	Manager	2	Married	12485	6918	3	No	24	3	3	2	14	3	3	13	1	1	0
1067	30	No	Travel_Rarely	766	Research & Development	1	4	Life Sciences	3	Female	87	1	1	Research Scientist	4	Married	4442	4599	5	No	11	3	3	0	9	3	3	0	0	0	0
691	41	No	Travel_Rarely	1005	Research & Development	6	3	Other	4	Female	41	3	4	Laboratory Technician	4	Single	12867	19895	0	No	16	3	3	2	20	1	3	15	1	1	3
1244	54	No	Travel_Frequently	705	Sales	7	2	Life Sciences	2	Female	60	3	2	Sales Executive	3	Married	6083	12197	6	Yes	12	3	4	1	31	2	3	4	4	0	1
1419	47	No	Travel_Rarely	470	Sales	1	3	Life Sciences	3	Female	32	3	2	Sales Representative	4	Married	5114	2015	3	No	20	3	2	3	27	0	4	4	4	3	2
690	37	No	Travel_Rarely	613	Research & Development	11	2	Medical	3	Female	91	3	3	Research Scientist	2	Single	9814	12403	0	No	22	3	3	0	18	2	3	10	0	2	2
852	53	No	Travel_Rarely	827	Research & Development	13	2	Human Resources	1	Male	100	4	2	Research Scientist	4	Single	6498	18024	3	No	18	3	2	3	30	4	3	5	0	1	2
160	42	No	Travel_Rarely	189	Research & Development	20	2	Marketing	3	Female	81	4	3	Laboratory Technician	4	Single	8299	9281	2	No	23	3	4	1	20	3	3	5	5	4	1
896	50	No	Travel_Rarely	264	Sales	2	2	Life Sciences	4	Male	63	3	4	Manager	4	Divorced	11264	24718	2	Yes	20	3	4	3	28	3	3	10	0	1	2
1203	50	No	Travel_Rarely	257	Sales	5	3	Life Sciences	2	Female	66	3	2	Manager	4	Single	6693	12887	1	No	14	3	3	0	30	3	4	1	0	1	1
258	21	Yes	Travel_Frequently	623	Research & Development	17	3	Life Sciences	4	Male	83	2	2	Manufacturing Director	3	Married	7356	5915	3	No	11	3	3	1	0	0	3	0	0	0	0
336	29	Yes	Travel_Rarely	939	Research & Development	21	5	Life Sciences	3	Female	79	3	1	Laboratory Technician	4	Single	4632	21281	5	Yes	13	3	4	0	6	2	2	1	0	1	0
1423	26	No	Travel_Rarely	668	Research & Development	7	3	Technical Degree	3	Male	83	1	3	Manager	4	Single	10444	13773	1	No	24	3	2	1	6	1	3	6	6	0	2
1040	47	No	Travel_Rarely	1383	Research & Development	4	4	Technical Degree	1	Female	97	1	2	Laboratory Technician	1	Divorced	8126	23660	5	No	18	3	2	0	24	6	2	2	0	2	2
516	33	No	Travel_Rarely	1048	Human Resources	1	2	Other	2	Female	91	3	2	Manager	1	Married	6411	6982	0	Yes	20	4	4	1	12	2	3	3	0	3	3
1016	29	No	Travel_Frequently	475	Research & Development	6	2	Technical Degree	1	Female	88	4	2	Laboratory Technician	2	Married	7638	12527	2	No	24	3	4	2	6	4	3	6	6	2	1
769	30	No	Travel_Frequently	1421	Research & Development	1	2	Life Sciences	3	Male	85	3	2	Laboratory Technician	2	Single	6476	17299	3	No	14	3	3	1	7	3	3	2	2	1	2
1332	50	No	Travel_Rarely	573	Research & Development	9	3	Technical Degree	2	Male	33	3	4	Manufacturing Director	4	Married	11579	23757	0	Yes	19	3	4	0	32	3	3	8	1	0	3
762	38	Yes	Travel_Rarely	462	Sales	1	1	Marketing	1	Female	72	4	1	Sales Executive	4	Married	3965	10599	0	No	16	3	1	2	18	2	1	0	0	0	0
1114	31	No	Non-Travel	1326	Research & Development	6	4	Medical	3	Female	66	2	2	Research Director	1	Single	6383	17214	2	Yes	14	3	1	2	9	1	2	1	1	1	0
522	48	No	Travel_Rarely	185	Sales	3	3	Human Resources	2	Male	100	3	2	Sales Representative	3	Married	6639	12329	1	No	12	3	1	2	27	2	3	4	4	2	1
23	32	No	Travel_Rarely	359	Research & Development	5	3	Marketing	3	Female	63	4	3	Manager	3	Married	8658	6280	6	Yes	19	4	1	0	10	2	2	5	0	0	0
357	34	Yes	Travel_Rarely	1227	Sales	1	2	Life Sciences	4	Female	95	2	4	Sales Executive	4	Single	13540	24297	2	No	25	3	3	1	13	2	1	13	5	0	2
1287	37	No	Travel_Rarely	519	Research & Development	7	3	Life Sciences	4	Female	59	4	2	Laboratory Technician	3	Single	5850	3156	0	No	21	3	4	2	16	1	3	0	0	0	0
341	32	No	Travel_Rarely	1077	Research & Development	1	5	Marketing	4	Female	91	2	2	Research Director	4	Divorced	6761	5384	1	No	22	3	4	1	9	1	3	1	1	1	1
432	40	Yes	Travel_Rarely	516	Sales	1	3	Human Resources	3	Male	44	2	3	Sales Representative	4	Single	7854	10504	4	Yes	19	3	3	1	17	0	2	4	0	0	0
474	38	No	Travel_Rarely	1332	Research & Development	5	1	Medical	2	Female	34	2	2	Research Scientist	3	Married	7506	10374	0	No	15	3	2	0	17	4	3	4	0	2	2
218	42	No	Travel_Rarely	545	Research & Development	21	3	Medical	4	Female	41	3	3	Manufacturing Director	3	Divorced	8817	18600	2	Yes	15	4	4	0	22	3	3	6	2	2	2
